C(%);Mn(%);Si(%);S(%);P(%);Ti(ppm);B(ppm);Al(ppm);N(ppm);O(ppm);Cr(%);Ni(%);Mo(%);V(ppm);Cu(%);Nb(ppm);Temp;-70;Ref;;;;;;;;;;;;;;;;;;;;
0.073;0.62;0.37;0.008;0.005;31;2;5;75;432;0.03;0.03;0.005;610;0.03;5;-70;18;MnV;;;;;;;;;;;;;;;;;;;;
0.072;0.64;0.37;0.008;0.005;34;2;5;84;436;0.03;0.03;0.005;830;0.03;5;-70;13;MnV;;;;;;;;;;;;;;;;;;;;
0.079;1.72;0.26;0.006;0.007;27;2;5;72;423;0.03;0.03;0.005;240;0.03;5;-70;70;MnV;;;;;;;;;;;;;;;;;;;;
0.076;1.71;0.27;0.007;0.007;25;2;5;74;423;0.03;0.03;0.005;400;0.03;5;-70;87;MnV;;;;;;;;;;;;;;;;;;;;
0.078;1.71;0.26;0.005;0.007;25;2;5;86;405;0.03;0.03;0.005;600;0.03;5;-70;82;MnV;;;;;;;;;;;;;;;;;;;;
0.087;1.77;0.26;0.006;0.007;25;2;5;90;411;0.03;0.03;0.005;840;0.03;5;-70;80;MnV;;;;;;;;;;;;;;;;;;;;
0.065;1.37;0.39;0.006;0.006;55;2;5;83;417;0.03;0.03;0.005;120;0.03;20;-70;42;N2;;;;;;;;;;;;;;;;;;;;
0.062;1.34;0.41;0.005;0.006;55;2;5;113;440;0.03;0.03;0.005;120;0.03;20;-70;26;N2;;;;;;;;;;;;;;;;;;;;
0.061;1.34;0.41;0.006;0.006;55;2;5;153;432;0.03;0.03;0.005;120;0.03;20;-70;34;N2;;;;;;;;;;;;;;;;;;;;
0.061;1.28;0.37;0.006;0.006;55;2;5;213;416;0.03;0.03;0.005;120;0.03;20;-70;10;N2;;;;;;;;;;;;;;;;;;;;
0.067;1.43;0.38;0.005;0.007;55;2;5;58;433;0.03;0.03;0.005;120;0.03;20;-70;45;P;;;;;;;;;;;;;;;;;;;;
0.069;1.37;0.39;0.005;0.015;55;2;5;61;418;0.03;0.03;0.005;120;0.03;20;-70;32;P;;;;;;;;;;;;;;;;;;;;
0.066;1.40;0.37;0.005;0.023;55;2;5;63;431;0.03;0.03;0.005;120;0.03;20;-70;49;P;;;;;;;;;;;;;;;;;;;;
0.066;1.36;0.35;0.005;0.030;55;2;5;61;421;0.03;0.03;0.005;120;0.03;20;-70;35;P;;;;;;;;;;;;;;;;;;;;
0.065;1.45;0.35;0.006;0.040;55;2;5;62;426;0.03;0.03;0.005;120;0.03;20;-70;45;P;;;;;;;;;;;;;;;;;;;;
0.063;1.39;0.37;0.007;0.007;55;2;5;54;437;0.03;0.03;0.005;120;0.03;20;-70;58;S;;;;;;;;;;;;;;;;;;;;
0.057;1.41;0.37;0.016;0.007;55;2;5;58;457;0.03;0.03;0.005;120;0.03;20;-70;33;S;;;;;;;;;;;;;;;;;;;;
0.057;1.38;0.35;0.027;0.007;55;2;5;55;480;0.03;0.03;0.005;120;0.03;20;-70;40;S;;;;;;;;;;;;;;;;;;;;
0.062;1.39;0.36;0.038;0.007;55;2;5;52;500;0.03;0.03;0.005;120;0.03;20;-70;14;S;;;;;;;;;;;;;;;;;;;;
0.063;1.38;0.35;0.046;0.008;55;2;5;52;516;0.03;0.03;0.005;120;0.03;20;-70;14;S;;;;;;;;;;;;;;;;;;;;
0.070;1.57;0.45;0.006;0.010;390;39;13;83;308;0.03;0.03;0.005;5;0.03;5;-70;138;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.53;0.44;0.007;0.010;450;48;68;82;370;0.03;0.03;0.005;5;0.03;5;-70;150;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.56;0.49;0.007;0.010;420;48;160;67;438;0.03;0.03;0.005;5;0.03;5;-70;146;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.51;0.57;0.007;0.012;460;51;310;60;482;0.03;0.03;0.005;5;0.03;5;-70;46;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.53;0.60;0.006;0.010;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;-70;26;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.080;1.44;0.60;0.006;0.007;540;56;580;41;440;0.03;0.03;0.005;5;0.03;5;-70;5;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.48;0.34;0.007;0.010;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-70;33;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.49;0.34;0.007;0.010;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;-70;14;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.45;0.43;0.006;0.010;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-70;18;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.43;0.43;0.005;0.010;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;-70;66;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.44;0.55;0.005;0.010;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;-70;53;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.44;0.63;0.005;0.010;480;44;560;120;473;0.03;0.03;0.005;5;0.03;5;-70;86;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-70;19;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;-70;2;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.45;0.50;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-70;2;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.44;0.54;0.005;0.014;450;42;310;230;480;0.03;0.03;0.005;5;0.03;5;-70;2;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;-70;7;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.070;1.42;0.60;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-70;29;TiBAlN;;;;;;;;;;;;;;;;;;;;
0.073;1.51;0.30;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-70;6;TiBN;;;;;;;;;;;;;;;;;;;;
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-70;6;TiBN;;;;;;;;;;;;;;;;;;;;
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-70;8;TiBN;;;;;;;;;;;;;;;;;;;;
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-70;18;TiBN;;;;;;;;;;;;;;;;;;;;
0.066;1.48;0.37;0.008;0.008;5;109;5;63;493;0.03;0.03;0.005;5;0.03;5;-70;40;TiBN;;;;;;;;;;;;;;;;;;;;
0.068;1.53;0.39;0.008;0.007;5;146;5;83;489;0.03;0.03;0.005;5;0.03;5;-70;70;TiBN;;;;;;;;;;;;;;;;;;;;
0.064;1.49;0.40;0.007;0.005;5;195;5;85;503;0.03;0.03;0.005;5;0.03;5;-70;34;TiBN;;;;;;;;;;;;;;;;;;;;
0.074;1.46;0.28;0.008;0.008;35;3;5;79;443;0.03;0.03;0.005;5;0.03;5;-70;91;TiBN;;;;;;;;;;;;;;;;;;;;
0.068;1.51;0.34;0.007;0.008;33;33;5;70;470;0.03;0.03;0.005;5;0.03;5;-70;78;TiBN;;;;;;;;;;;;;;;;;;;;
0.065;1.48;0.35;0.007;0.007;34;70;5;74;466;0.03;0.03;0.005;5;0.03;5;-70;50;TiBN;;;;;;;;;;;;;;;;;;;;
0.064;1.43;0.36;0.007;0.007;36;112;5;71;447;0.03;0.03;0.005;5;0.03;5;-70;86;TiBN;;;;;;;;;;;;;;;;;;;;
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-70;69;TiBN;;;;;;;;;;;;;;;;;;;;
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-70;53;TiBN;;;;;;;;;;;;;;;;;;;;
0.074;1.45;0.30;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-70;20;TiBN;;;;;;;;;;;;;;;;;;;;
0.071;1.55;0.35;0.007;0.010;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-70;46;TiBN;;;;;;;;;;;;;;;;;;;;
0.071;1.53;0.34;0.007;0.010;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-70;53;TiBN;;;;;;;;;;;;;;;;;;;;
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-70;84;TiBN;;;;;;;;;;;;;;;;;;;;
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-70;62;TiBN;;;;;;;;;;;;;;;;;;;;
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-70;10;TiBN;;;;;;;;;;;;;;;;;;;;
0.072;1.50;0.38;0.006;0.010;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-70;31;TiBN;;;;;;;;;;;;;;;;;;;;
0.070;1.48;0.43;0.007;0.010;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-70;107;TiBN;;;;;;;;;;;;;;;;;;;;
0.070;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-70;140;TiBN;;;;;;;;;;;;;;;;;;;;
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-70;134;TiBN;;;;;;;;;;;;;;;;;;;;
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-70;98;TiBN;;;;;;;;;;;;;;;;;;;;
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-70;50;TiBN;;;;;;;;;;;;;;;;;;;;
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-70;75;TiBN;;;;;;;;;;;;;;;;;;;;
0.077;1.56;0.39;0.006;0.011;400;14;5;68;286;0.03;0.03;0.005;5;0.03;5;-70;133;TiBN;;;;;;;;;;;;;;;;;;;;
0.074;1.50;0.39;0.006;0.009;410;29;5;72;275;0.03;0.03;0.005;5;0.03;5;-70;139;TiBN;;;;;;;;;;;;;;;;;;;;
0.075;1.49;0.37;0.006;0.010;370;41;5;69;282;0.03;0.03;0.005;5;0.03;5;-70;130;TiBN;;;;;;;;;;;;;;;;;;;;
0.075;1.50;0.40;0.006;0.010;390;51;5;85;297;0.03;0.03;0.005;5;0.03;5;-70;137;TiBN;;;;;;;;;;;;;;;;;;;;
0.077;1.53;0.42;0.006;0.010;430;108;5;79;298;0.03;0.03;0.005;5;0.03;5;-70;79;TiBN;;;;;;;;;;;;;;;;;;;;
0.073;1.52;0.40;0.006;0.011;390;158;5;84;290;0.03;0.03;0.005;5;0.03;5;-70;51;TiBN;;;;;;;;;;;;;;;;;;;;
0.074;1.50;0.47;0.006;0.010;580;1;5;75;292;0.03;0.03;0.005;5;0.03;5;-70;24;TiBN;;;;;;;;;;;;;;;;;;;;
0.079;1.54;0.48;0.006;0.010;610;14;5;81;276;0.03;0.03;0.005;5;0.03;5;-70;110;TiBN;;;;;;;;;;;;;;;;;;;;
0.073;1.54;0.48;0.006;0.010;520;32;5;84;294;0.03;0.03;0.005;5;0.03;5;-70;114;TiBN;;;;;;;;;;;;;;;;;;;;
0.075;1.52;0.45;0.005;0.009;610;59;5;82;280;0.03;0.03;0.005;5;0.03;5;-70;84;TiBN;;;;;;;;;;;;;;;;;;;;
0.070;1.48;0.42;0.006;0.009;610;95;5;63;298;0.03;0.03;0.005;5;0.03;5;-70;62;TiBN;;;;;;;;;;;;;;;;;;;;
0.067;1.49;0.40;0.005;0.009;640;122;5;78;305;0.03;0.03;0.005;5;0.03;5;-70;14;TiBN;;;;;;;;;;;;;;;;;;;;
0.074;1.48;0.39;0.005;0.009;660;155;5;71;320;0.03;0.03;0.005;5;0.03;5;-70;16;TiBN;;;;;;;;;;;;;;;;;;;;
0.074;1.58;0.28;0.008;0.008;5;5;5;145;402;0.03;0.03;0.005;5;0.03;5;-70;3;TiBN;;;;;;;;;;;;;;;;;;;;
0.070;1.55;0.39;0.007;0.007;7;160;5;144;396;0.03;0.03;0.005;5;0.03;5;-70;13;TiBN;;;;;;;;;;;;;;;;;;;;
0.074;1.58;0.28;0.008;0.008;5;5;5;145;402;0.03;0.03;0.005;5;0.03;5;-70;3;TiBN;;;;;;;;;;;;;;;;;;;;
0.056;1.37;0.26;0.006;0.009;36;38;5;133;360;0.03;0.03;0.005;5;0.03;5;-70;10;TiBN;;;;;;;;;;;;;;;;;;;;
0.050;1.40;0.28;0.007;0.010;40;80;5;130;385;0.03;0.03;0.005;5;0.03;5;-70;10;TiBN;;;;;;;;;;;;;;;;;;;;
0.048;1.36;0.31;0.007;0.010;45;119;5;127;299;0.03;0.03;0.005;5;0.03;5;-70;12;TiBN;;;;;;;;;;;;;;;;;;;;
0.048;1.38;0.32;0.006;0.009;45;161;5;125;325;0.03;0.03;0.005;5;0.03;5;-70;20;TiBN;;;;;;;;;;;;;;;;;;;;
0.045;1.40;0.35;0.006;0.009;47;190;5;128;325;0.03;0.03;0.005;5;0.03;5;-70;10;TiBN;;;;;;;;;;;;;;;;;;;;
0.070;1.50;0.29;0.008;0.009;120;2;5;164;341;0.03;0.03;0.005;5;0.03;5;-70;9;TiBN;;;;;;;;;;;;;;;;;;;;
0.071;1.53;0.27;0.005;0.009;120;32;5;167;315;0.03;0.03;0.005;5;0.03;5;-70;13;TiBN;;;;;;;;;;;;;;;;;;;;
0.073;1.53;0.28;0.005;0.010;130;57;5;172;313;0.03;0.03;0.005;5;0.03;5;-70;10;TiBN;;;;;;;;;;;;;;;;;;;;
0.068;1.47;0.27;0.005;0.009;110;90;5;152;265;0.03;0.03;0.005;5;0.03;5;-70;20;TiBN;;;;;;;;;;;;;;;;;;;;
0.068;1.43;0.29;0.005;0.009;110;129;5;154;308;0.03;0.03;0.005;5;0.03;5;-70;10;TiBN;;;;;;;;;;;;;;;;;;;;
0.068;1.45;0.35;0.005;0.009;100;158;5;167;311;0.03;0.03;0.005;5;0.03;5;-70;32;TiBN;;;;;;;;;;;;;;;;;;;;
0.068;1.51;0.39;0.007;0.009;300;2;5;166;278;0.03;0.03;0.005;5;0.03;5;-70;17;TiBN;;;;;;;;;;;;;;;;;;;;
0.071;1.54;0.37;0.004;0.007;200;46;5;161;289;0.03;0.03;0.005;5;0.03;5;-70;21;TiBN;;;;;;;;;;;;;;;;;;;;
0.070;1.51;0.42;0.005;0.008;210;105;5;156;271;0.03;0.03;0.005;5;0.03;5;-70;23;TiBN;;;;;;;;;;;;;;;;;;;;
0.070;1.61;0.39;0.004;0.006;210;147;5;170;269;0.03;0.03;0.005;5;0.03;5;-70;43;TiBN;;;;;;;;;;;;;;;;;;;;
0.067;1.50;0.41;0.004;0.006;230;200;5;141;274;0.03;0.03;0.005;5;0.03;5;-70;28;TiBN;;;;;;;;;;;;;;;;;;;;
0.066;1.48;0.47;0.007;0.011;410;2;5;164;285;0.03;0.03;0.005;5;0.03;5;-70;30;TiBN;;;;;;;;;;;;;;;;;;;;
0.072;1.53;0.37;0.006;0.011;370;15;5;149;291;0.03;0.03;0.005;5;0.03;5;-70;28;TiBN;;;;;;;;;;;;;;;;;;;;
0.071;1.51;0.38;0.007;0.011;410;29;5;143;285;0.03;0.03;0.005;5;0.03;5;-70;34;TiBN;;;;;;;;;;;;;;;;;;;;
0.069;1.48;0.34;0.007;0.010;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-70;32;TiBN;;;;;;;;;;;;;;;;;;;;
0.068;1.46;0.34;0.006;0.010;350;54;5;139;284;0.03;0.03;0.005;5;0.03;5;-70;48;TiBN;;;;;;;;;;;;;;;;;;;;
0.069;1.48;0.35;0.007;0.011;350;102;5;140;277;0.03;0.03;0.005;5;0.03;5;-70;82;TiBN;;;;;;;;;;;;;;;;;;;;
0.066;1.39;0.35;0.006;0.009;360;158;5;138;290;0.03;0.03;0.005;5;0.03;5;-70;87;TiBN;;;;;;;;;;;;;;;;;;;;
0.073;1.66;0.27;0.009;0.008;5;5;5;235;399;0.03;0.03;0.005;5;0.03;5;-70;3;TiBN;;;;;;;;;;;;;;;;;;;;
0.064;1.43;0.36;0.008;0.008;5;160;5;233;426;0.03;0.03;0.005;5;0.03;5;-70;14;TiBN;;;;;;;;;;;;;;;;;;;;
0.069;1.45;0.26;0.010;0.013;29;2;5;226;391;0.03;0.03;0.005;5;0.03;5;-70;6;TiBN;;;;;;;;;;;;;;;;;;;;
0.048;1.42;0.24;0.006;0.008;35;34;5;234;310;0.03;0.03;0.005;5;0.03;5;-70;15;TiBN;;;;;;;;;;;;;;;;;;;;
0.048;1.45;0.26;0.006;0.009;38;66;5;238;308;0.03;0.03;0.005;5;0.03;5;-70;5;TiBN;;;;;;;;;;;;;;;;;;;;
0.047;1.44;0.29;0.006;0.008;41;105;5;236;287;0.03;0.03;0.005;5;0.03;5;-70;7;TiBN;;;;;;;;;;;;;;;;;;;;
0.045;1.47;0.34;0.006;0.009;45;167;5;223;308;0.03;0.03;0.005;5;0.03;5;-70;8;TiBN;;;;;;;;;;;;;;;;;;;;
0.046;1.46;0.34;0.006;0.009;46;197;5;222;351;0.03;0.03;0.005;5;0.03;5;-70;16;TiBN;;;;;;;;;;;;;;;;;;;;
0.070;1.45;0.28;0.009;0.009;120;2;5;239;315;0.03;0.03;0.005;5;0.03;5;-70;4;TiBN;;;;;;;;;;;;;;;;;;;;
0.068;1.46;0.35;0.005;0.010;120;29;5;243;314;0.03;0.03;0.005;5;0.03;5;-70;7;TiBN;;;;;;;;;;;;;;;;;;;;
0.068;1.45;0.34;0.005;0.009;120;59;5;250;335;0.03;0.03;0.005;5;0.03;5;-70;8;TiBN;;;;;;;;;;;;;;;;;;;;
0.068;1.39;0.33;0.005;0.009;110;90;5;270;314;0.03;0.03;0.005;5;0.03;5;-70;11;TiBN;;;;;;;;;;;;;;;;;;;;
0.065;1.47;0.30;0.004;0.009;110;128;5;239;319;0.03;0.03;0.005;5;0.03;5;-70;14;TiBN;;;;;;;;;;;;;;;;;;;;
0.061;1.37;0.30;0.005;0.009;100;162;5;210;310;0.03;0.03;0.005;5;0.03;5;-70;38;TiBN;;;;;;;;;;;;;;;;;;;;
0.067;1.48;0.40;0.006;0.008;320;2;5;253;286;0.03;0.03;0.005;5;0.03;5;-70;4;TiBN;;;;;;;;;;;;;;;;;;;;
0.072;1.47;0.32;0.005;0.006;190;43;5;265;248;0.03;0.03;0.005;5;0.03;5;-70;9;TiBN;;;;;;;;;;;;;;;;;;;;
0.069;1.41;0.34;0.005;0.006;210;91;5;236;261;0.03;0.03;0.005;5;0.03;5;-70;10;TiBN;;;;;;;;;;;;;;;;;;;;
0.068;1.44;0.34;0.005;0.006;210;143;5;236;270;0.03;0.03;0.005;5;0.03;5;-70;9;TiBN;;;;;;;;;;;;;;;;;;;;
0.070;1.37;0.40;0.006;0.006;250;200;5;224;269;0.03;0.03;0.005;5;0.03;5;-70;48;TiBN;;;;;;;;;;;;;;;;;;;;
0.070;1.46;0.40;0.007;0.010;430;2;5;225;299;0.03;0.03;0.005;5;0.03;5;-70;17;TiBN;;;;;;;;;;;;;;;;;;;;
0.071;1.51;0.38;0.007;0.010;410;16;5;227;287;0.03;0.03;0.005;5;0.03;5;-70;16;TiBN;;;;;;;;;;;;;;;;;;;;
0.068;1.42;0.36;0.007;0.009;380;28;5;220;299;0.03;0.03;0.005;5;0.03;5;-70;26;TiBN;;;;;;;;;;;;;;;;;;;;
0.069;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-70;4;TiBN;;;;;;;;;;;;;;;;;;;;
0.071;1.46;0.36;0.007;0.010;370;52;5;229;284;0.03;0.03;0.005;5;0.03;5;-70;22;TiBN;;;;;;;;;;;;;;;;;;;;
0.073;1.44;0.35;0.007;0.011;360;110;5;229;285;0.03;0.03;0.005;5;0.03;5;-70;19;TiBN;;;;;;;;;;;;;;;;;;;;
0.066;1.40;0.36;0.007;0.012;390;167;5;217;297;0.03;0.03;0.005;5;0.03;5;-70;49;TiBN;;;;;;;;;;;;;;;;;;;;
0.073;1.51;0.30;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-70;6;TiB;;;;;;;;;;;;;;;;;;;;
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-70;6;TiB;;;;;;;;;;;;;;;;;;;;
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-70;8;TiB;;;;;;;;;;;;;;;;;;;;
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-70;18;TiB;;;;;;;;;;;;;;;;;;;;
0.066;1.48;0.37;0.008;0.008;5;109;5;63;493;0.03;0.03;0.005;5;0.03;5;-70;40;TiB;;;;;;;;;;;;;;;;;;;;
0.068;1.53;0.39;0.008;0.007;5;146;5;83;489;0.03;0.03;0.005;5;0.03;5;-70;70;TiB;;;;;;;;;;;;;;;;;;;;
0.064;1.49;0.40;0.007;0.005;5;195;5;85;503;0.03;0.03;0.005;5;0.03;5;-70;34;TiB;;;;;;;;;;;;;;;;;;;;
0.074;1.46;0.28;0.008;0.008;35;3;5;79;443;0.03;0.03;0.005;5;0.03;5;-70;91;TiB;;;;;;;;;;;;;;;;;;;;
0.068;1.51;0.34;0.007;0.008;33;33;5;70;470;0.03;0.03;0.005;5;0.03;5;-70;78;TiB;;;;;;;;;;;;;;;;;;;;
0.065;1.48;0.35;0.007;0.007;34;70;5;74;466;0.03;0.03;0.005;5;0.03;5;-70;50;TiB;;;;;;;;;;;;;;;;;;;;
0.064;1.43;0.36;0.007;0.007;36;112;5;71;447;0.03;0.03;0.005;5;0.03;5;-70;86;TiB;;;;;;;;;;;;;;;;;;;;
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-70;69;TiB;;;;;;;;;;;;;;;;;;;;
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-70;53;TiB;;;;;;;;;;;;;;;;;;;;
0.074;1.45;0.30;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-70;20;TiB;;;;;;;;;;;;;;;;;;;;
0.071;1.55;0.35;0.007;0.010;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-70;46;TiB;;;;;;;;;;;;;;;;;;;;
0.071;1.53;0.34;0.007;0.010;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-70;53;TiB;;;;;;;;;;;;;;;;;;;;
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-70;84;TiB;;;;;;;;;;;;;;;;;;;;
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-70;62;TiB;;;;;;;;;;;;;;;;;;;;
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-70;10;TiB;;;;;;;;;;;;;;;;;;;;
0.072;1.50;0.38;0.006;0.010;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-70;31;TiB;;;;;;;;;;;;;;;;;;;;
0.070;1.48;0.43;0.007;0.010;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-70;107;TiB;;;;;;;;;;;;;;;;;;;;
0.070;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-70;140;TiB;;;;;;;;;;;;;;;;;;;;
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-70;134;TiB;;;;;;;;;;;;;;;;;;;;
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-70;98;TiB;;;;;;;;;;;;;;;;;;;;
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-70;50;TiB;;;;;;;;;;;;;;;;;;;;
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-70;75;TiB;;;;;;;;;;;;;;;;;;;;
0.077;1.56;0.39;0.006;0.011;400;14;5;68;286;0.03;0.03;0.005;5;0.03;5;-70;133;TiB;;;;;;;;;;;;;;;;;;;;
0.074;1.50;0.39;0.006;0.009;410;29;5;72;275;0.03;0.03;0.005;5;0.03;5;-70;139;TiB;;;;;;;;;;;;;;;;;;;;
0.075;1.49;0.37;0.006;0.010;370;41;5;69;282;0.03;0.03;0.005;5;0.03;5;-70;130;TiB;;;;;;;;;;;;;;;;;;;;
0.075;1.50;0.40;0.006;0.010;390;51;5;85;297;0.03;0.03;0.005;5;0.03;5;-70;137;TiB;;;;;;;;;;;;;;;;;;;;
0.077;1.53;0.42;0.006;0.010;430;108;5;79;298;0.03;0.03;0.005;5;0.03;5;-70;79;TiB;;;;;;;;;;;;;;;;;;;;
0.073;1.52;0.40;0.006;0.011;390;158;5;84;290;0.03;0.03;0.005;5;0.03;5;-70;51;TiB;;;;;;;;;;;;;;;;;;;;
0.074;1.50;0.47;0.006;0.010;580;1;5;75;292;0.03;0.03;0.005;5;0.03;5;-70;24;TiB;;;;;;;;;;;;;;;;;;;;
0.079;1.54;0.48;0.006;0.010;610;14;5;81;276;0.03;0.03;0.005;5;0.03;5;-70;110;TiB;;;;;;;;;;;;;;;;;;;;
0.073;1.54;0.48;0.006;0.010;520;32;5;84;294;0.03;0.03;0.005;5;0.03;5;-70;114;TiB;;;;;;;;;;;;;;;;;;;;
0.075;1.52;0.45;0.005;0.009;610;59;5;82;280;0.03;0.03;0.005;5;0.03;5;-70;84;TiB;;;;;;;;;;;;;;;;;;;;
0.070;1.48;0.42;0.006;0.009;610;95;5;63;298;0.03;0.03;0.005;5;0.03;5;-70;62;TiB;;;;;;;;;;;;;;;;;;;;
0.067;1.49;0.40;0.005;0.009;640;122;5;78;305;0.03;0.03;0.005;5;0.03;5;-70;14;TiB;;;;;;;;;;;;;;;;;;;;
0.074;1.48;0.39;0.005;0.009;660;155;5;71;320;0.03;0.03;0.005;5;0.03;5;-70;16;TiB;;;;;;;;;;;;;;;;;;;;
0.074;1.40;0.25;0.006;0.007;1;2;5;79;475;0.03;0.03;0.005;5;0.03;5;-70;6;TiN;;;;;;;;;;;;;;;;;;;;
0.077;1.46;0.27;0.008;0.007;28;2;5;81;459;0.03;0.03;0.005;5;0.03;5;-70;91;TiN;;;;;;;;;;;;;;;;;;;;
0.073;1.41;0.26;0.007;0.011;90;2;5;83;392;0.03;0.03;0.005;5;0.03;5;-70;33;TiN;;;;;;;;;;;;;;;;;;;;
0.074;1.45;0.30;0.007;0.009;150;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-70;20;TiN;;;;;;;;;;;;;;;;;;;;
0.072;1.44;0.35;0.006;0.012;200;2;5;71;312;0.03;0.03;0.005;5;0.03;5;-70;38;TiN;;;;;;;;;;;;;;;;;;;;
0.072;1.50;0.38;0.006;0.010;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-70;31;TiN;;;;;;;;;;;;;;;;;;;;
